Result,Number,,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point (C),Temperature ('C),Control ('C),AC Conductivity Real (S/m),AC Conductivity Imaginary (S/m),Relative Permittivity Real ,Relative Permittivity Imaginary ,impedance real,impedance imaginary
3982,29,34,11:13:35,22387.21,1,0,310,308.88,35.73,5.13E-04,6.34E-05,50.88796,411.6325,1701.075,-210.295
3983,29,35,11:13:40,19952.62,1,0,310,308.88,35.73,0.0005096,5.97E-05,53.77686,459.0934,1713.96,-200.7683
3984,29,36,11:13:45,17782.79,1,0,310,308.88,35.73,5.07E-04,5.62E-05,56.83025,512.037,1726.64,-191.6372
3985,29,37,11:13:51,15848.93,1,0,310,308.88,35.73,5.04E-04,5.28E-05,59.88949,571.2855,1738.682,-182.271
3986,29,38,11:13:56,14125.38,1,0,310,308.88,35.73,5.01E-04,5.01E-05,63.71756,637.8494,1748.999,-174.7152
3987,29,39,11:14:01,12589.25,1,0,310,308.88,35.73,4.99E-04,4.70E-05,67.16513,712.5296,1758.635,-165.774
3988,29,40,11:14:06,11220.18,1,0,310,308.88,35.73,4.97E-04,4.45E-05,71.22288,795.9814,1767.886,-158.187
3989,29,41,11:14:12,10000,1,0,310,308.88,35.73,4.95E-04,4.21E-05,75.62901,889.473,1776.474,-151.0479
3990,29,42,11:14:17,8912.51,1,0,310,308.88,35.73,4.93E-04,4.00E-05,80.63286,994.1214,1784.568,-144.7457
3991,29,43,11:14:22,7943.282,1,0,310,308.88,35.73,4.91E-04,3.79E-05,85.8778,1111.106,1792.578,-138.5491
3992,29,44,11:14:27,7079.458,1,0,310,308.88,35.73,4.89E-04,3.60E-05,91.48328,1242.83,1799.127,-132.4317
3993,29,45,11:14:33,6309.573,1,0,310,308.88,35.73,4.88E-04,3.43E-05,97.72984,1390.503,1805.129,-126.8713
3994,29,46,11:14:38,5623.413,1,0,310,308.88,35.73,4.87E-04,3.27E-05,104.5923,1555.459,1811.35,-121.7989
3995,29,47,11:14:43,5011.873,1,0,310,308.88,35.73,4.85E-04,3.12E-05,111.8735,1740.373,1817.134,-116.8078
3996,29,48,11:14:48,4466.836,1,0,310,308.88,35.73,4.84E-04,2.95E-05,118.8876,1948.142,1822.154,-111.1991
3997,29,49,11:14:54,3981.072,1,0,310,308.88,35.73,4.83E-04,2.84E-05,128.2946,2180.299,1827.271,-107.5216
3998,29,50,11:14:59,3548.134,1,0,310,308.88,35.73,4.82E-04,2.72E-05,137.7992,2440.239,1832.336,-103.4712
3999,29,51,11:15:04,3162.278,1,0,310,308.88,35.73,4.81E-04,2.61E-05,148.2819,2732.413,1836.524,-99.66402
4000,29,52,11:15:09,2818.383,1,0,310,308.88,35.73,4.80E-04,2.51E-05,160.3021,3059.336,1840.781,-96.45264
4001,29,53,11:15:14,2511.886,1,0,310,308.88,35.73,4.79E-04,2.42E-05,173.1449,3425.35,1845.045,-93.2635
4002,29,54,11:15:20,2238.721,1,0,310,308.88,35.73,4.78E-04,2.33E-05,186.8201,3837.317,1848.266,-89.98298
4003,29,55,11:15:25,1995.262,1,0,310,308.88,35.73,4.77E-04,2.25E-05,202.4855,4297.266,1852.102,-87.27032
4004,29,56,11:15:30,1778.279,1,0,310,308.88,35.73,4.76E-04,2.17E-05,219.6904,4811.833,1856.117,-84.74341
4005,29,57,11:15:36,1584.893,1,0,310,308.88,35.73,4.75E-04,2.11E-05,239.2122,5388.858,1859.81,-82.55724
4006,29,58,11:15:41,1412.537,1,0,310,308.88,35.73,4.75E-04,2.04E-05,259.9354,6038.991,1862.311,-80.15916
4007,29,59,11:15:46,1258.925,1,0,310,308.88,35.73,4.74E-04,1.98E-05,282.7638,6766.52,1865.079,-77.93916
4008,29,60,11:15:51,1122.018,1,0,310,308.88,35.73,4.73E-04,1.93E-05,308.6658,7579.854,1868.271,-76.0795
4009,29,61,11:15:57,1000,1,0,310,308.88,35.73,4.72E-04,1.89E-05,338.9421,8490.847,1871.448,-74.70546
4010,29,62,11:16:02,891.251,1,0,310,308.88,35.73,4.72E-04,1.83E-05,369.9955,9515.581,1873.824,-72.86012
4011,29,63,11:16:07,794.3282,1,0,310,308.88,35.73,4.71E-04,1.80E-05,407.9755,10661.85,1876.516,-71.80484
4012,29,64,11:16:13,707.9457,1,0,310,308.88,35.73,4.71E-04,1.77E-05,449.5054,11967.68,1875.851,-70.45687
4013,29,65,11:16:18,630.9573,1,0,310,308.88,35.73,4.71E-04,1.74E-05,496.0789,13414.97,1877.747,-69.43816
4014,29,66,11:16:23,562.3413,1,0,310,308.88,35.73,4.71E-04,1.71E-05,546.3126,15067.03,1875.953,-68.01982
4015,29,67,11:16:28,501.1872,1,0,310,308.88,35.73,4.70E-04,1.69E-05,605.4647,16854.38,1881.687,-67.59638
4016,29,68,11:16:34,446.6836,1,0,310,308.88,35.73,4.70E-04,1.66E-05,667.0433,18905.15,1882.347,-66.41611
4017,29,69,11:16:39,398.1072,1,0,310,308.88,35.73,4.69E-04,1.64E-05,740.3752,21179.07,1885.31,-65.90642
4018,29,70,11:16:44,354.8134,1,0,310,308.88,35.73,4.68E-04,1.62E-05,820.6312,23731.07,1887.922,-65.2852
4019,29,71,11:16:49,316.2278,1,0,310,308.88,35.73,4.68E-04,1.61E-05,917.0201,26579.63,1891.275,-65.2506
4020,29,72,11:16:56,281.8383,1,0,310,308.88,35.73,4.68E-04,1.61E-05,1027.87,29841.7,1890.087,-65.10229
4021,29,73,11:17:01,251.1886,1,0,310,308.88,35.73,4.68E-04,1.61E-05,1154.645,33500.36,1889.101,-65.11097
4022,29,74,11:17:07,223.8721,1,0,310,308.88,35.73,4.67E-04,1.61E-05,1292.369,37521.56,1892.45,-65.18237
4023,29,75,11:17:12,199.5262,1,0,310,308.88,35.73,4.67E-04,1.59E-05,1432.552,42091.79,1892.867,-64.42182
4024,29,76,11:17:17,177.8279,1,0,310,308.88,35.73,4.67E-04,1.56E-05,1581.499,47177.4,1894.953,-63.52336
4025,29,77,11:17:22,158.4893,1,0,310,308.88,35.73,4.67E-04,1.58E-05,1787.906,52976.38,1893.405,-63.90078
4026,29,78,11:17:28,141.2538,1,0,310,308.88,35.73,4.67E-04,1.54E-05,1955.259,59405.86,1894.613,-62.35848
4027,29,79,11:17:33,125.8925,1,0,310,308.88,35.73,4.67E-04,1.57E-05,2243.914,66680.63,1893.778,-63.72878
4028,29,80,11:17:38,112.2018,1,0,310,308.88,35.73,4.66E-04,1.56E-05,2498.574,74713.32,1896.431,-63.4207
4029,29,81,11:17:43,100,1,0,310,308.88,35.73,4.66E-04,1.57E-05,2830.264,83702.33,1899.269,-64.22081
4030,29,82,11:17:48,89.12509,1,0,310,308.88,35.73,4.66E-04,1.56E-05,3155.388,93976.19,1898.074,-63.7306
4031,29,83,11:17:54,79.43282,1,0,310,308.88,35.73,4.66E-04,1.56E-05,3524.403,105342.3,1899.904,-63.56447
4032,29,84,11:17:59,70.79458,1,0,310,308.88,35.73,4.66E-04,1.58E-05,4003.65,118197,1899.835,-64.35251
4033,29,85,11:18:04,63.09574,1,0,310,308.88,35.73,4.65E-04,1.55E-05,4414.824,132559.5,1900.763,-63.30394
4034,29,86,11:18:09,56.23413,1,0,310,308.88,35.73,4.65E-04,1.55E-05,4953.54,148737.1,1900.726,-63.30179
4035,29,87,11:18:15,50.11872,1,0,310,308.88,35.73,4.65E-04,1.58E-05,5649.097,166825.6,1901.341,-64.38377
4036,29,88,11:18:20,44.66836,1,0,310,308.88,35.73,4.65E-04,1.58E-05,6359.965,187252.4,1900.606,-64.55345
4037,29,89,11:18:25,39.81071,1,0,310,308.88,35.73,4.65E-04,1.58E-05,7133.375,210045.6,1901.105,-64.5636
4038,29,90,11:18:30,35.48134,1,0,310,308.88,35.73,4.66E-04,1.57E-05,7949.188,235835,1899.848,-64.03737
4039,29,91,11:18:36,31.62278,1,0,310,308.88,35.73,4.66E-04,1.58E-05,8960.148,264653.9,1899.522,-64.31038
4040,29,92,11:18:41,28.18383,1,0,310,308.88,35.73,4.66E-04,1.59E-05,10110.71,297057.1,1898.792,-64.6278
4041,29,93,11:18:46,25.11886,1,0,310,308.88,35.73,4.66E-04,1.59E-05,11355.4,333157.9,1899.617,-64.74682
4042,29,94,11:18:51,22.38721,1,0,310,308.88,35.73,4.66E-04,1.58E-05,12658.95,374138.6,1897.976,-64.21788
4043,29,95,11:18:57,19.95262,1,0,310,308.88,35.73,4.66E-04,1.57E-05,14108.05,420219.7,1896.071,-63.65689
4044,29,96,11:19:02,17.78279,1,0,310,308.88,35.73,4.67E-04,1.58E-05,16013.65,471871.7,1894.509,-64.29288
4045,29,97,11:19:07,15.84893,1,0,310,308.88,35.73,4.67E-04,1.58E-05,17924.72,529561.3,1894.117,-64.11253
4046,29,98,11:19:12,14.12538,1,0,310,308.88,35.73,4.67E-04,1.58E-05,20070.93,594400.3,1893.417,-63.9344
4047,29,99,11:19:18,12.58925,1,0,310,308.88,35.73,4.67E-04,1.58E-05,22527.51,667343.3,1892.241,-63.87637
4048,29,100,11:19:23,11.22018,1,0,310,308.88,35.73,4.68E-04,1.59E-05,25445.27,749380.4,1890.678,-64.19814
4049,29,101,11:19:28,10,1,0,310,308.88,35.73,4.68E-04,1.60E-05,28760.76,842118.7,1887.733,-64.47148
4050,29,102,11:19:33,8.91251,1,0,310,308.88,35.73,4.68E-04,1.60E-05,32324.87,944264.4,1888.939,-64.6638
4051,29,103,11:19:39,7.943283,1,0,310,308.88,35.73,4.69E-04,1.60E-05,36275.69,1062243,1884.04,-64.34015
4052,29,104,11:19:44,7.079458,1,0,310,308.88,35.73,4.70E-04,1.57E-05,39849.77,1192613,1882.938,-62.91619
4053,29,105,11:19:50,6.309574,1,0,310,308.88,35.73,4.70E-04,1.58E-05,44975.4,1338867,1881.885,-63.21651
4054,29,106,11:19:55,5.623414,1,0,310,308.88,35.73,4.70E-04,1.59E-05,50729.18,1502889,1881.043,-63.49354
4055,29,107,11:20:05,5.011872,1,0,310,308.88,35.73,4.72E-04,1.57E-05,56408.56,1693004,1873.615,-62.42629
4056,29,108,11:20:10,4.466836,1,0,310,308.88,35.73,4.73E-04,1.59E-05,64126.44,1902339,1870.851,-63.06502
4057,29,109,11:20:16,3.981072,1,0,310,308.88,35.73,4.74E-04,1.59E-05,71982.98,2138148,1867.628,-62.87563
4058,29,110,11:20:21,3.548134,1,0,310,308.88,35.73,4.74E-04,1.60E-05,81105.38,2402601,1864.851,-62.95237
4059,29,111,11:20:27,3.162277,1,0,310,308.88,35.73,4.76E-04,1.63E-05,92716.65,2706482,1857.402,-63.6295
4060,29,112,11:20:32,2.818383,1,0,310,308.88,35.73,4.77E-04,1.58E-05,101016.3,3039463,1855.855,-61.67921
4061,29,113,11:20:38,2.511887,1,0,310,308.88,35.73,4.76E-04,1.60E-05,114429.5,3405958,1858.193,-62.42947
4062,29,114,11:20:43,2.238721,1,0,310,308.88,35.73,4.76E-04,1.57E-05,126011,3824988,1856.603,-61.16422
4063,29,115,11:20:49,1.995262,1,0,310,308.88,35.73,4.77E-04,1.61E-05,144964.4,4301553,1852.261,-62.42208
4064,29,116,11:20:54,1.778279,1,0,310,308.88,35.73,4.78E-04,1.68E-05,169621.8,4828136,1851.421,-65.04403
4065,29,117,11:21:00,1.584893,1,0,310,308.88,35.73,4.77E-04,1.64E-05,186558.9,5413611,1852.754,-63.84791
4066,29,118,11:21:06,1.412537,1,0,310,308.88,35.73,4.78E-04,1.72E-05,218797.4,6086194,1848.901,-66.46761
4067,29,119,11:21:12,1.258925,1,0,310,308.88,35.73,4.79E-04,1.75E-05,250048.9,6836831,1846.652,-67.53908
4068,29,120,11:21:17,1.122018,1,0,310,308.88,35.73,4.80E-04,1.75E-05,280990.5,7690775,1841.921,-67.2965
4069,29,121,11:21:22,1,1,0,310,308.88,35.73,4.81E-04,1.85E-05,331920.3,8643437,1838.628,-70.60592
4070,29,122,11:21:28,0.8912509,1,0,310,308.88,35.73,4.82E-04,1.87E-05,377403.9,9725563,1833.378,-71.14489
4071,29,123,11:21:34,0.7943283,1,0,310,308.88,35.73,4.82E-04,1.87E-05,423436.4,1.09E+07,1832.356,-71.06247
4072,29,124,11:21:40,0.7079458,1,0,310,308.88,35.73,4.81E-04,1.92E-05,486469.5,1.22E+07,1838.138,-73.22854
4073,29,125,11:21:47,0.6309573,1,0,310,308.88,35.73,4.82E-04,2.01E-05,573162.4,1.37E+07,1832.895,-76.46941
4074,29,126,11:21:53,0.5623413,1,0,310,308.88,35.73,4.82E-04,2.12E-05,676763.8,1.54E+07,1832.042,-80.41254
4075,29,127,11:22:01,0.5011872,1,0,310,308.88,35.73,4.83E-04,2.16E-05,774899.9,1.73E+07,1829.15,-81.80721
4076,29,128,11:22:06,0.4466836,1,0,310,308.88,35.73,4.82E-04,2.20E-05,883488.6,1.94E+07,1833.563,-83.5358
4077,29,129,11:22:13,0.3981072,1,0,310,308.88,35.73,4.83E-04,2.23E-05,1006631,2.18E+07,1831.113,-84.60708
4078,29,130,11:22:20,0.3548134,1,0,310,308.88,35.73,4.82E-04,2.29E-05,1157868,2.44E+07,1833.348,-86.95699
4079,29,131,11:22:28,0.3162278,1,0,310,308.88,35.73,4.84E-04,2.32E-05,1321020,2.75E+07,1826.661,-87.78235
4080,29,132,11:22:36,0.2818383,1,0,310,308.88,35.73,4.84E-04,2.36E-05,1504582,3.09E+07,1824.382,-88.89088
4081,29,133,11:22:45,0.2511886,1,0,310,308.88,35.73,4.84E-04,2.42E-05,1734725,3.46E+07,1824.537,-91.36996
4082,29,134,11:22:51,0.2238721,1,0,310,308.88,35.73,4.82E-04,2.59E-05,2077536,3.87E+07,1831.004,-98.25516
4083,29,135,11:22:57,0.1995262,1,0,310,308.88,35.73,4.82E-04,2.60E-05,2342373,4.35E+07,1830.326,-98.66269
4084,29,136,11:23:04,0.1778279,1,0,310,308.88,35.73,4.80E-04,2.65E-05,2675199,4.85E+07,1840.703,-101.5836
4085,29,137,11:23:11,0.1584893,1,0,310,308.88,35.73,4.81E-04,2.61E-05,2964023,5.46E+07,1834.263,-99.60087
4086,29,138,11:23:20,0.1412538,1,0,310,308.88,35.73,4.80E-04,2.68E-05,3411030,6.11E+07,1839.608,-102.7707
4087,29,139,11:23:30,0.1258925,1,0,310,308.88,35.73,4.78E-04,2.68E-05,3824947,6.83E+07,1845.529,-103.3731
4088,29,140,11:23:40,0.1122018,1,0,310,308.88,35.73,4.79E-04,2.65E-05,4253350,7.67E+07,1842.591,-102.1176
4089,29,141,11:23:51,0.1,1,0,310,308.88,35.73,4.77E-04,2.67E-05,4791729,8.57E+07,1852.05,-103.5939
4090,30,1,11:34:03,1000000,1,0,320,318.95,45.8,9.87E-04,6.70E-04,12.05095,17.74874,613.7626,-416.7294
4091,30,2,11:34:08,891250.9,1,0,320,318.95,45.8,9.58E-04,6.17E-04,12.4474,19.32522,653.101,-420.6631
4092,30,3,11:34:14,794328.2,1,0,320,318.95,45.8,9.32E-04,5.69E-04,12.88553,21.0814,691.9279,-422.9253
4093,30,4,11:34:19,707945.8,1,0,320,318.95,45.8,9.03E-04,5.24E-04,13.30787,22.91603,733.6208,-426.0305
4094,30,5,11:34:26,630957.3,1,0,320,318.95,45.8,8.79E-04,4.84E-04,13.78179,25.0514,772.9635,-425.2386
4095,30,6,11:34:31,562341.3,1,0,320,318.95,45.8,8.59E-04,4.47E-04,14.29553,27.47211,810.6956,-421.8578
4096,30,7,11:34:36,501187.3,1,0,320,318.95,45.8,8.41E-04,4.14E-04,14.84208,30.17062,847.4484,-416.8921
4097,30,8,11:34:42,446683.6,1,0,320,318.95,45.8,8.24E-04,3.83E-04,15.41812,33.15624,883.5605,-410.8682
4098,30,9,11:34:47,398107.2,1,0,320,318.95,45.8,8.08E-04,3.55E-04,16.02631,36.48109,918.5782,-403.5355
4099,30,10,11:34:52,354813.4,1,0,320,318.95,45.8,7.93E-04,3.29E-04,16.66983,40.19227,952.2323,-394.9404
4100,30,11,11:34:57,316227.8,1,0,320,318.95,45.8,7.80E-04,3.05E-04,17.35252,44.32539,984.5586,-385.4353
4101,30,12,11:35:02,281838.3,1,0,320,318.95,45.8,7.67E-04,2.83E-04,18.08072,48.92293,1015.559,-375.326
4102,30,13,11:35:08,251188.6,1,0,320,318.95,45.8,7.55E-04,2.63E-04,18.85559,54.03675,1045.277,-364.7392
4103,30,14,11:35:13,223872.1,1,0,320,318.95,45.8,7.44E-04,2.45E-04,19.67784,59.7178,1073.865,-353.8533
4104,30,15,11:35:18,199526.2,1,0,320,318.95,45.8,7.33E-04,2.28E-04,20.54775,66.0665,1100.877,-342.3906
4105,30,16,11:35:23,177828,1,0,320,318.95,45.8,7.24E-04,2.12E-04,21.45105,73.14937,1126.63,-330.3844
4106,30,17,11:35:29,158489.3,1,0,320,318.95,45.8,7.15E-04,1.97E-04,22.39078,81.06215,1150.987,-317.9226
4107,30,18,11:35:34,141253.8,1,0,320,318.95,45.8,7.06E-04,1.84E-04,23.39935,89.85451,1174.314,-305.8073
4108,30,19,11:35:39,125892.5,1,0,320,318.95,45.8,6.98E-04,1.71E-04,24.47148,99.66457,1196.342,-293.7478
4109,30,20,11:35:44,112201.9,1,0,320,318.95,45.8,6.91E-04,1.60E-04,25.5829,110.6477,1216.916,-281.3637
4110,30,21,11:35:49,100000,1,0,320,318.95,45.8,6.84E-04,1.49E-04,26.74403,122.9267,1236.202,-268.9489
4111,30,22,11:35:55,89125.09,1,0,320,318.95,45.8,6.77E-04,1.39E-04,28.00745,136.5699,1254.798,-257.3312
4112,30,23,11:36:00,79432.82,1,0,320,318.95,45.8,6.71E-04,1.30E-04,29.38445,151.8158,1272.127,-246.2245
4113,30,24,11:36:05,70794.58,1,0,320,318.95,45.8,6.65E-04,1.22E-04,30.87679,168.8458,1288.38,-235.6058
4114,30,25,11:36:13,63095.73,1,0,320,318.95,45.8,6.60E-04,1.15E-04,32.7206,187.9615,1302.524,-226.7453
4115,30,26,11:36:18,56234.13,1,0,320,318.95,45.8,6.54E-04,1.08E-04,34.37385,209.1332,1317.712,-216.5836
4116,30,27,11:36:23,50118.72,1,0,320,318.95,45.8,6.49E-04,1.01E-04,36.12494,232.8629,1331.655,-206.5849
4117,30,28,11:36:29,44668.36,1,0,320,318.95,45.8,6.44E-04,9.42E-05,37.91217,259.2022,1345.825,-196.8468
4118,30,29,11:36:34,39810.72,1,0,320,318.95,45.8,6.40E-04,8.89E-05,40.12221,288.9828,1357.239,-188.4382
4119,30,30,11:36:39,35481.34,1,0,320,318.95,45.8,6.36E-04,8.31E-05,42.1128,322.003,1369.604,-179.1221
4120,30,31,11:36:44,31622.78,1,0,320,318.95,45.8,6.32E-04,7.89E-05,44.85115,359.3078,1379.236,-172.1653
4121,30,32,11:36:50,28183.83,1,0,320,318.95,45.8,6.28E-04,7.38E-05,47.0775,400.6523,1390.265,-163.3591
4122,30,33,11:36:55,25118.86,1,0,320,318.95,45.8,6.25E-04,6.99E-05,50.04206,447.239,1399.192,-156.5571
4123,30,34,11:37:00,22387.21,1,0,320,318.95,45.8,6.22E-04,6.58E-05,52.8629,499.2173,1408.276,-149.1246
4124,30,35,11:37:05,19952.62,1,0,320,318.95,45.8,6.19E-04,6.21E-05,55.98371,557.2743,1417.067,-142.3584
4125,30,36,11:37:11,17782.79,1,0,320,318.95,45.8,6.16E-04,5.87E-05,59.34331,622.3499,1425.131,-135.8914
4126,30,37,11:37:16,15848.93,1,0,320,318.95,45.8,6.13E-04,5.53E-05,62.68833,694.9886,1433.255,-129.2803
4127,30,38,11:37:21,14125.38,1,0,320,318.95,45.8,6.10E-04,5.27E-05,67.01849,776.6387,1440.055,-124.2667
4128,30,39,11:37:26,12589.25,1,0,320,318.95,45.8,6.08E-04,4.96E-05,70.84912,867.8669,1447.047,-118.131
4129,30,40,11:37:31,11220.18,1,0,320,318.95,45.8,6.06E-04,4.71E-05,75.44545,970.1856,1453.273,-113.0122
4130,30,41,11:37:37,10000,1,0,320,318.95,45.8,6.03E-04,4.48E-05,80.48051,1084.797,1459.11,-108.2506
4131,30,42,11:37:42,8912.51,1,0,320,318.95,45.8,6.02E-04,4.28E-05,86.25074,1213.242,1464.48,-104.1115
4132,30,43,11:37:47,7943.282,1,0,320,318.95,45.8,6.00E-04,4.08E-05,92.34395,1356.725,1470.013,-100.0548
4133,30,44,11:37:52,7079.458,1,0,320,318.95,45.8,5.98E-04,3.89E-05,98.75719,1517.102,1475.602,-96.0557
4134,30,45,11:37:58,6309.573,1,0,320,318.95,45.8,5.96E-04,3.72E-05,106.005,1697.556,1480.15,-92.42889
4135,30,46,11:38:03,5623.413,1,0,320,318.95,45.8,5.94E-04,3.57E-05,114.1025,1899.25,1484.818,-89.20443
4136,30,47,11:38:08,5011.873,1,0,320,318.95,45.8,5.93E-04,3.42E-05,122.8146,2125.029,1489.386,-86.07803
4137,30,48,11:38:13,4466.836,1,0,320,318.95,45.8,5.91E-04,3.25E-05,130.9322,2377.87,1493.886,-82.25754
4138,30,49,11:38:19,3981.072,1,0,320,318.95,45.8,5.90E-04,3.15E-05,142.0379,2664.148,1496.336,-79.77647
4139,30,50,11:38:24,3548.134,1,0,320,318.95,45.8,5.88E-04,3.03E-05,153.4159,2980.355,1501.077,-77.26901
4140,30,51,11:38:29,3162.278,1,0,320,318.95,45.8,5.90E-04,2.92E-05,165.9111,3351.999,1497.8,-74.13535
4141,30,52,11:38:34,2818.383,1,0,320,318.95,45.8,5.89E-04,2.83E-05,180.3074,3755.088,1500.375,-72.04328
4142,30,53,11:38:40,2511.886,1,0,320,318.95,45.8,5.88E-04,2.74E-05,195.8128,4205.307,1503.426,-70.00441
4143,30,54,11:38:45,2238.721,1,0,320,318.95,45.8,5.84E-04,2.64E-05,212.0916,4687.331,1513.583,-68.4864
4144,30,55,11:38:50,1995.262,1,0,320,318.95,45.8,5.89E-04,2.57E-05,231.0829,5307.607,1500.027,-65.30827
4145,30,56,11:38:55,1778.279,1,0,320,318.95,45.8,5.87E-04,2.49E-05,251.342,5935.231,1505.236,-63.74291
4146,30,57,11:39:01,1584.893,1,0,320,318.95,45.8,5.86E-04,2.43E-05,275.2609,6641.655,1509.38,-62.5557
4147,30,58,11:39:06,1412.537,1,0,320,318.95,45.8,5.84E-04,2.37E-05,301.0695,7426.948,1514.596,-61.39787
4148,30,59,11:39:11,1258.925,1,0,320,318.95,45.8,5.81E-04,2.31E-05,329.6761,8300.13,1520.726,-60.40231
4149,30,60,11:39:16,1122.018,1,0,320,318.95,45.8,5.79E-04,2.26E-05,361.3797,9277.851,1526.563,-59.46083
4150,30,61,11:39:22,1000,1,0,320,318.95,45.8,5.82E-04,2.17E-05,390.1994,10457.76,1519.769,-56.70554
4151,30,62,11:39:27,891.251,1,0,320,318.95,45.8,5.82E-04,2.07E-05,417.0798,11730.97,1520.329,-54.05339
4152,30,63,11:39:32,794.3282,1,0,320,318.95,45.8,5.82E-04,2.09E-05,472.5695,13159.56,1520.615,-54.60641
4153,30,64,11:39:38,707.9457,1,0,320,318.95,45.8,5.81E-04,2.10E-05,532.7139,14762.75,1520.855,-54.88006
4154,30,65,11:39:43,630.9573,1,0,320,318.95,45.8,5.81E-04,2.08E-05,591.2808,16551.58,1522.043,-54.37272
4155,30,66,11:39:48,562.3413,1,0,320,318.95,45.8,5.80E-04,2.05E-05,654.5362,18544.59,1524.271,-53.79957
4156,30,67,11:39:53,501.1872,1,0,320,318.95,45.8,5.79E-04,2.01E-05,720.7381,20780.02,1526.343,-52.93998
4157,30,68,11:39:59,446.6836,1,0,320,318.95,45.8,5.79E-04,1.98E-05,797.8519,23286.66,1528.282,-52.36229
4158,30,69,11:40:04,398.1072,1,0,320,318.95,45.8,5.79E-04,1.97E-05,887.5815,26120.33,1528.764,-51.94814
4159,30,70,11:40:09,354.8134,1,0,320,318.95,45.8,5.78E-04,1.95E-05,987.8414,29278.4,1530.308,-51.63196
4160,30,71,11:40:15,316.2278,1,0,320,318.95,45.8,5.78E-04,1.94E-05,1100.193,32853.68,1530.204,-51.24297
4161,30,72,11:40:21,281.8383,1,0,320,318.95,45.8,5.78E-04,1.93E-05,1229.722,36870.84,1529.869,-51.02443
4162,30,73,11:40:27,251.1886,1,0,320,318.95,45.8,5.77E-04,1.92E-05,1377.398,41315.55,1531.879,-51.07052
4163,30,74,11:40:32,223.8721,1,0,320,318.95,45.8,5.78E-04,1.92E-05,1541.815,46378.94,1531.157,-50.90157
4164,30,75,11:40:37,199.5262,1,0,320,318.95,45.8,5.77E-04,1.90E-05,1708.544,52009.27,1532.043,-50.32879
4165,30,76,11:40:42,177.8279,1,0,320,318.95,45.8,5.77E-04,1.88E-05,1895.355,58321.66,1532.964,-49.81872
4166,30,77,11:40:48,158.4893,1,0,320,318.95,45.8,5.77E-04,1.88E-05,2133.742,65440.67,1532.89,-49.98104
4167,30,78,11:40:53,141.2538,1,0,320,318.95,45.8,5.76E-04,1.84E-05,2342.247,73345.72,1534.626,-49.00726
4168,30,79,11:40:58,125.8925,1,0,320,318.95,45.8,5.78E-04,1.86E-05,2658.246,82467.88,1531.385,-49.36224
4169,30,80,11:41:03,112.2018,1,0,320,318.95,45.8,5.77E-04,1.85E-05,2967.521,92488.84,1532.09,-49.15737
4170,30,81,11:41:08,100,1,0,320,318.95,45.8,5.78E-04,1.87E-05,3362.428,103834.1,1531.176,-49.58359
4171,30,82,11:41:14,89.12509,1,0,320,318.95,45.8,5.78E-04,1.85E-05,3740.433,116477.4,1531.55,-49.18259
4172,30,83,11:41:19,79.43282,1,0,320,318.95,45.8,5.77E-04,1.84E-05,4156.84,130662.9,1531.894,-48.73488
4173,30,84,11:41:24,70.79458,1,0,320,318.95,45.8,5.78E-04,1.86E-05,4724.685,146704.2,1530.832,-49.30125
4174,30,85,11:41:29,63.09574,1,0,320,318.95,45.8,5.78E-04,1.83E-05,5226.812,164689.8,1530.088,-48.56089
4175,30,86,11:41:35,56.23413,1,0,320,318.95,45.8,5.78E-04,1.84E-05,5889.136,184867.9,1529.39,-48.72013
4176,30,87,11:41:40,50.11872,1,0,320,318.95,45.8,5.78E-04,1.85E-05,6638.297,207257.1,1530.614,-49.02447
4177,30,88,11:41:45,44.66836,1,0,320,318.95,45.8,5.77E-04,1.85E-05,7436.904,232341.7,1531.963,-49.03582
4178,30,89,11:41:50,39.81071,1,0,320,318.95,45.8,5.77E-04,1.84E-05,8295.066,260563.6,1532.733,-48.79471
4179,30,90,11:41:56,35.48134,1,0,320,318.95,45.8,5.77E-04,1.84E-05,9331.716,292546.1,1531.737,-48.85976
4180,30,91,11:42:01,31.62278,1,0,320,318.95,45.8,5.78E-04,1.86E-05,10565.96,328330.8,1531.296,-49.27836
4181,30,92,11:42:06,28.18383,1,0,320,318.95,45.8,5.77E-04,1.85E-05,11816.58,368142.4,1532.347,-49.18505
4182,30,93,11:42:11,25.11886,1,0,320,318.95,45.8,5.78E-04,1.84E-05,13199.26,413291.1,1531.516,-48.91194
4183,30,94,11:42:16,22.38721,1,0,320,318.95,45.8,5.78E-04,1.85E-05,14872.35,464043.1,1530.439,-49.0498
4184,30,95,11:42:22,19.95262,1,0,320,318.95,45.8,5.78E-04,1.85E-05,16625.73,520566.7,1530.739,-48.88836
4185,30,96,11:42:27,17.78279,1,0,320,318.95,45.8,5.78E-04,1.84E-05,18577.81,583810.2,1531.472,-48.73399
4186,30,97,11:42:32,15.84893,1,0,320,318.95,45.8,5.78E-04,1.82E-05,20671.97,655545.6,1530.332,-48.2575
4187,30,98,11:42:38,14.12538,1,0,320,318.95,45.8,5.79E-04,1.83E-05,23306.21,736388.8,1528.545,-48.3774
4188,30,99,11:42:43,12.58925,1,0,320,318.95,45.8,5.79E-04,1.83E-05,26071.46,826625.1,1527.847,-48.18775
